n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.055479,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.333333,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.616633,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,1.773582,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,1.773582,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,1.829060,abu_detach
1.000000,5.000000,aircraft,,2.000000,2.106915,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,2.390215,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,3.547163,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,3.547163,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,3.602642,abu_detach
1.000000,5.000000,aircraft,,3.000000,3.880496,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,4.163796,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,5.320745,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,5.320745,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,5.376223,abu_detach
1.000000,5.000000,aircraft,,4.000000,5.654078,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,5.937378,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,7.094326,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,7.094326,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,7.149805,abu_detach
1.000000,5.000000,aircraft,,5.000000,7.427660,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,7.710960,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,8.867908,aircraft_charge_done
1.000000,5.000000,abu,1.000000,1.000000,0.000000,abu_attached
1.000000,5.000000,abu,1.000000,1.000000,0.055479,abu_detach
1.000000,5.000000,abu,1.000000,1.000000,0.664724,abu_return_done
1.000000,5.000000,abu,1.000000,1.000000,0.664724,abu_charge_start
1.000000,5.000000,abu,1.000000,1.000000,0.941524,abu_charge_done
1.000000,5.000000,abu,1.000000,2.000000,1.773582,abu_attached
1.000000,5.000000,abu,1.000000,2.000000,1.829060,abu_detach
1.000000,5.000000,abu,1.000000,2.000000,2.438305,abu_return_done
1.000000,5.000000,abu,1.000000,2.000000,2.438305,abu_charge_start
1.000000,5.000000,abu,1.000000,2.000000,2.715105,abu_charge_done
1.000000,5.000000,abu,1.000000,3.000000,3.547163,abu_attached
1.000000,5.000000,abu,1.000000,3.000000,3.602642,abu_detach
1.000000,5.000000,abu,1.000000,3.000000,4.211887,abu_return_done
1.000000,5.000000,abu,1.000000,3.000000,4.211887,abu_charge_start
1.000000,5.000000,abu,1.000000,3.000000,4.488687,abu_charge_done
1.000000,5.000000,abu,1.000000,4.000000,5.320745,abu_attached
1.000000,5.000000,abu,1.000000,4.000000,5.376223,abu_detach
1.000000,5.000000,abu,1.000000,4.000000,5.985469,abu_return_done
1.000000,5.000000,abu,1.000000,4.000000,5.985469,abu_charge_start
1.000000,5.000000,abu,1.000000,4.000000,6.262269,abu_charge_done
1.000000,5.000000,abu,1.000000,5.000000,7.094326,abu_attached
1.000000,5.000000,abu,1.000000,5.000000,7.149805,abu_detach
1.000000,5.000000,abu,1.000000,5.000000,7.759050,abu_return_done
1.000000,5.000000,abu,1.000000,5.000000,7.759050,abu_charge_start
1.000000,5.000000,abu,1.000000,5.000000,8.035850,abu_charge_done
1.000000,10.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,10.000000,aircraft,,1.000000,0.071480,abu_detach
1.000000,10.000000,aircraft,,1.000000,0.333333,aircraft_arrive
1.000000,10.000000,aircraft,,1.000000,0.616633,aircraft_ground_ops_done
1.000000,10.000000,aircraft,,1.000000,1.730337,aircraft_charge_done
1.000000,10.000000,aircraft,,2.000000,1.730337,aircraft_depart
1.000000,10.000000,aircraft,,2.000000,1.801817,abu_detach
1.000000,10.000000,aircraft,,2.000000,2.063670,aircraft_arrive
1.000000,10.000000,aircraft,,2.000000,2.346970,aircraft_ground_ops_done
1.000000,10.000000,aircraft,,2.000000,3.460674,aircraft_charge_done
1.000000,10.000000,aircraft,,3.000000,3.460674,aircraft_depart
1.000000,10.000000,aircraft,,3.000000,3.532154,abu_detach
1.000000,10.000000,aircraft,,3.000000,3.794008,aircraft_arrive
1.000000,10.000000,aircraft,,3.000000,4.077308,aircraft_ground_ops_done
1.000000,10.000000,aircraft,,3.000000,5.191011,aircraft_charge_done
1.000000,10.000000,aircraft,,4.000000,5.191011,aircraft_depart
1.000000,10.000000,aircraft,,4.000000,5.262492,abu_detach
