n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.067288,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.333333,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.616633,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,1.337943,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,1.337943,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,1.405231,abu_detach
1.000000,5.000000,aircraft,,2.000000,1.671277,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,1.954577,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,2.675887,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,2.675887,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,2.743175,abu_detach
1.000000,5.000000,aircraft,,3.000000,3.009220,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,3.292520,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,4.013830,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,4.013830,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,4.081118,abu_detach
1.000000,5.000000,aircraft,,4.000000,4.347164,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,4.630464,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,5.351774,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,5.351774,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,5.419062,abu_detach
1.000000,5.000000,aircraft,,5.000000,5.685107,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,5.968407,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,6.689717,aircraft_charge_done
1.000000,5.000000,aircraft,,6.000000,6.689717,aircraft_depart
1.000000,5.000000,aircraft,,6.000000,6.757005,abu_detach
1.000000,5.000000,aircraft,,6.000000,7.023050,aircraft_arrive
1.000000,5.000000,aircraft,,6.000000,7.306350,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,6.000000,8.027660,aircraft_charge_done
1.000000,5.000000,aircraft,,7.000000,8.027660,aircraft_depart
1.000000,5.000000,aircraft,,7.000000,8.094948,abu_detach
1.000000,5.000000,aircraft,,7.000000,8.360994,aircraft_arrive
1.000000,5.000000,aircraft,,7.000000,8.644294,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,7.000000,9.365604,aircraft_charge_done
1.000000,5.000000,aircraft,,8.000000,9.365604,aircraft_depart
1.000000,5.000000,aircraft,,8.000000,9.432892,abu_detach
1.000000,5.000000,aircraft,,8.000000,9.698937,aircraft_arrive
1.000000,5.000000,aircraft,,8.000000,9.982237,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,8.000000,10.703547,aircraft_charge_done
1.000000,5.000000,aircraft,,9.000000,10.703547,aircraft_depart
1.000000,5.000000,aircraft,,9.000000,10.770835,abu_detach
1.000000,5.000000,aircraft,,9.000000,11.036881,aircraft_arrive
1.000000,5.000000,aircraft,,9.000000,11.320181,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,9.000000,12.041491,aircraft_charge_done
1.000000,5.000000,aircraft,,10.000000,12.041491,aircraft_depart
1.000000,5.000000,aircraft,,10.000000,12.108779,abu_detach
1.000000,5.000000,aircraft,,10.000000,12.374824,aircraft_arrive
1.000000,5.000000,aircraft,,10.000000,12.658124,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,10.000000,13.379434,aircraft_charge_done
1.000000,5.000000,aircraft,,11.000000,13.379434,aircraft_depart
1.000000,5.000000,aircraft,,11.000000,13.446722,abu_detach
1.000000,5.000000,aircraft,,11.000000,13.712767,aircraft_arrive
1.000000,5.000000,aircraft,,11.000000,13.996067,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,11.000000,14.717378,aircraft_charge_done
1.000000,5.000000,aircraft,,12.000000,14.717378,aircraft_depart
1.000000,5.000000,aircraft,,12.000000,14.784665,abu_detach
1.000000,5.000000,aircraft,,12.000000,15.050711,aircraft_arrive
1.000000,5.000000,aircraft,,12.000000,15.334011,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,12.000000,16.055321,aircraft_charge_done
1.000000,5.000000,aircraft,,13.000000,16.055321,aircraft_depart
1.000000,5.000000,aircraft,,13.000000,16.122609,abu_detach
1.000000,5.000000,aircraft,,13.000000,16.388654,aircraft_arrive
1.000000,5.000000,aircraft,,13.000000,16.671954,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,13.000000,17.393264,aircraft_charge_done
1.000000,5.000000,aircraft,,14.000000,17.393264,aircraft_depart
1.000000,5.000000,aircraft,,14.000000,17.460552,abu_detach
1.000000,5.000000,aircraft,,14.000000,17.726598,aircraft_arrive
1.000000,5.000000,aircraft,,14.000000,18.009898,aircraft_ground_ops_done
