n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.067288,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.233333,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.516633,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,1.028126,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,1.028126,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,1.095414,abu_detach
1.000000,5.000000,aircraft,,2.000000,1.261459,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,1.544759,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,2.056252,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,2.056252,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,2.123540,abu_detach
1.000000,5.000000,aircraft,,3.000000,2.289585,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,2.572885,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,3.084378,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,3.084378,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,3.151665,abu_detach
1.000000,5.000000,aircraft,,4.000000,3.317711,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,3.601011,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,4.112503,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,4.112503,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,4.179791,abu_detach
1.000000,5.000000,aircraft,,5.000000,4.345837,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,4.629137,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,5.140629,aircraft_charge_done
1.000000,5.000000,aircraft,,6.000000,5.140629,aircraft_depart
1.000000,5.000000,aircraft,,6.000000,5.207917,abu_detach
1.000000,5.000000,aircraft,,6.000000,5.373963,aircraft_arrive
1.000000,5.000000,aircraft,,6.000000,5.657263,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,6.000000,6.168755,aircraft_charge_done
1.000000,5.000000,aircraft,,7.000000,6.168755,aircraft_depart
1.000000,5.000000,aircraft,,7.000000,6.236043,abu_detach
1.000000,5.000000,aircraft,,7.000000,6.402088,aircraft_arrive
1.000000,5.000000,aircraft,,7.000000,6.685388,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,7.000000,7.196881,aircraft_charge_done
1.000000,5.000000,aircraft,,8.000000,7.196881,aircraft_depart
1.000000,5.000000,aircraft,,8.000000,7.264169,abu_detach
1.000000,5.000000,aircraft,,8.000000,7.430214,aircraft_arrive
1.000000,5.000000,aircraft,,8.000000,7.713514,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,8.000000,8.225007,aircraft_charge_done
1.000000,5.000000,abu,1.000000,1.000000,0.000000,abu_attached
1.000000,5.000000,abu,1.000000,1.000000,0.067288,abu_detach
1.000000,5.000000,abu,1.000000,1.000000,0.426453,abu_return_done
1.000000,5.000000,abu,1.000000,1.000000,0.426453,abu_charge_start
1.000000,5.000000,abu,1.000000,1.000000,0.703253,abu_charge_done
1.000000,5.000000,abu,1.000000,2.000000,1.028126,abu_attached
1.000000,5.000000,abu,1.000000,2.000000,1.095414,abu_detach
1.000000,5.000000,abu,1.000000,2.000000,1.454579,abu_return_done
1.000000,5.000000,abu,1.000000,2.000000,1.454579,abu_charge_start
1.000000,5.000000,abu,1.000000,2.000000,1.731379,abu_charge_done
1.000000,5.000000,abu,1.000000,3.000000,2.056252,abu_attached
1.000000,5.000000,abu,1.000000,3.000000,2.123540,abu_detach
1.000000,5.000000,abu,1.000000,3.000000,2.482705,abu_return_done
1.000000,5.000000,abu,1.000000,3.000000,2.482705,abu_charge_start
1.000000,5.000000,abu,1.000000,3.000000,2.759505,abu_charge_done
1.000000,5.000000,abu,1.000000,4.000000,3.084378,abu_attached
1.000000,5.000000,abu,1.000000,4.000000,3.151665,abu_detach
1.000000,5.000000,abu,1.000000,4.000000,3.510831,abu_return_done
1.000000,5.000000,abu,1.000000,4.000000,3.510831,abu_charge_start
1.000000,5.000000,abu,1.000000,4.000000,3.787631,abu_charge_done
1.000000,5.000000,abu,1.000000,5.000000,4.112503,abu_attached
1.000000,5.000000,abu,1.000000,5.000000,4.179791,abu_detach
1.000000,5.000000,abu,1.000000,5.000000,4.538957,abu_return_done
1.000000,5.000000,abu,1.000000,5.000000,4.538957,abu_charge_start
1.000000,5.000000,abu,1.000000,5.000000,4.815757,abu_charge_done
1.000000,5.000000,abu,1.000000,6.000000,5.140629,abu_attached
1.000000,5.000000,abu,1.000000,6.000000,5.207917,abu_detach
1.000000,5.000000,abu,1.000000,6.000000,5.567082,abu_return_done
1.000000,5.000000,abu,1.000000,6.000000,5.567082,abu_charge_start
