n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.081641,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.347500,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.630800,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,1.737927,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,1.737927,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,1.819568,abu_detach
1.000000,5.000000,aircraft,,2.000000,2.085427,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,2.368727,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,3.475855,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,3.475855,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,3.557496,abu_detach
1.000000,5.000000,aircraft,,3.000000,3.823355,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,4.106655,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,5.213782,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,5.213782,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,5.295423,abu_detach
1.000000,5.000000,aircraft,,4.000000,5.561282,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,5.844582,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,6.951710,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,6.951710,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,7.033351,abu_detach
1.000000,5.000000,aircraft,,5.000000,7.299210,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,7.582510,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,8.689637,aircraft_charge_done
1.000000,5.000000,abu,1.000000,1.000000,0.000000,abu_attached
1.000000,5.000000,abu,1.000000,1.000000,0.081641,abu_detach
1.000000,5.000000,abu,1.000000,1.000000,0.673167,abu_return_done
1.000000,5.000000,abu,1.000000,1.000000,0.673167,abu_charge_start
1.000000,5.000000,abu,1.000000,1.000000,0.949967,abu_charge_done
1.000000,5.000000,abu,1.000000,2.000000,1.737927,abu_attached
1.000000,5.000000,abu,1.000000,2.000000,1.819568,abu_detach
1.000000,5.000000,abu,1.000000,2.000000,2.411094,abu_return_done
1.000000,5.000000,abu,1.000000,2.000000,2.411094,abu_charge_start
