n_takeoff_abu_pool,n_cruise_abu_pool,E_abu_mission_cruise_per_abu_kwh,timeline_type,abu_index,flight_index,t_hr,event
1.000000,1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,1.000000,5.000000,aircraft,,1.000000,0.433333,aircraft_arrive
1.000000,1.000000,5.000000,aircraft,,1.000000,0.716633,aircraft_ground_ops_done
1.000000,1.000000,5.000000,aircraft,,1.000000,1.976024,aircraft_charge_done
1.000000,1.000000,5.000000,aircraft,,2.000000,1.976024,aircraft_depart
1.000000,1.000000,5.000000,aircraft,,2.000000,2.409357,aircraft_arrive
1.000000,1.000000,5.000000,aircraft,,2.000000,2.692657,aircraft_ground_ops_done
1.000000,1.000000,5.000000,aircraft,,2.000000,3.952048,aircraft_charge_done
1.000000,1.000000,5.000000,aircraft,,3.000000,3.952048,aircraft_depart
1.000000,1.000000,5.000000,aircraft,,3.000000,4.385381,aircraft_arrive
1.000000,1.000000,5.000000,aircraft,,3.000000,4.668681,aircraft_ground_ops_done
1.000000,1.000000,5.000000,aircraft,,3.000000,5.928072,aircraft_charge_done
1.000000,1.000000,5.000000,aircraft,,4.000000,5.928072,aircraft_depart
1.000000,1.000000,5.000000,aircraft,,4.000000,6.361405,aircraft_arrive
1.000000,1.000000,5.000000,aircraft,,4.000000,6.644705,aircraft_ground_ops_done
1.000000,1.000000,5.000000,aircraft,,4.000000,7.904096,aircraft_charge_done
1.000000,1.000000,5.000000,takeoff_abu,1.000000,1.000000,0.000000,takeoff_abu_attached
1.000000,1.000000,5.000000,takeoff_abu,1.000000,1.000000,0.039167,takeoff_abu_detach
1.000000,1.000000,5.000000,takeoff_abu,1.000000,1.000000,0.114546,takeoff_abu_return_done
1.000000,1.000000,5.000000,takeoff_abu,1.000000,1.000000,0.114546,takeoff_abu_charge_start
1.000000,1.000000,5.000000,takeoff_abu,1.000000,1.000000,0.385982,takeoff_abu_charge_done
1.000000,1.000000,5.000000,takeoff_abu,1.000000,2.000000,1.976024,takeoff_abu_attached
1.000000,1.000000,5.000000,takeoff_abu,1.000000,2.000000,2.015191,takeoff_abu_detach
1.000000,1.000000,5.000000,takeoff_abu,1.000000,2.000000,2.090570,takeoff_abu_return_done
1.000000,1.000000,5.000000,takeoff_abu,1.000000,2.000000,2.090570,takeoff_abu_charge_start
1.000000,1.000000,5.000000,takeoff_abu,1.000000,2.000000,2.362006,takeoff_abu_charge_done
1.000000,1.000000,5.000000,takeoff_abu,1.000000,3.000000,3.952048,takeoff_abu_attached
1.000000,1.000000,5.000000,takeoff_abu,1.000000,3.000000,3.991215,takeoff_abu_detach
1.000000,1.000000,5.000000,takeoff_abu,1.000000,3.000000,4.066594,takeoff_abu_return_done
1.000000,1.000000,5.000000,takeoff_abu,1.000000,3.000000,4.066594,takeoff_abu_charge_start
1.000000,1.000000,5.000000,takeoff_abu,1.000000,3.000000,4.338030,takeoff_abu_charge_done
1.000000,1.000000,5.000000,takeoff_abu,1.000000,4.000000,5.928072,takeoff_abu_attached
1.000000,1.000000,5.000000,takeoff_abu,1.000000,4.000000,5.967239,takeoff_abu_detach
1.000000,1.000000,5.000000,takeoff_abu,1.000000,4.000000,6.042618,takeoff_abu_return_done
1.000000,1.000000,5.000000,takeoff_abu,1.000000,4.000000,6.042618,takeoff_abu_charge_start
1.000000,1.000000,5.000000,takeoff_abu,1.000000,4.000000,6.314054,takeoff_abu_charge_done
1.000000,1.000000,5.000000,cruise_abu,1.000000,1.000000,0.039167,cruise_abu_attached
1.000000,1.000000,5.000000,cruise_abu,1.000000,1.000000,0.057713,cruise_abu_detach
1.000000,1.000000,5.000000,cruise_abu,1.000000,1.000000,0.885627,cruise_abu_return_done
