n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.083725,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.447500,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.730800,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,2.045693,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,2.045693,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,2.129418,abu_detach
1.000000,5.000000,aircraft,,2.000000,2.493193,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,2.776493,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,4.091386,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,4.091386,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,4.175112,abu_detach
1.000000,5.000000,aircraft,,3.000000,4.538886,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,4.822186,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,6.137079,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,6.137079,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,6.220805,abu_detach
1.000000,5.000000,aircraft,,4.000000,6.584579,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,6.867879,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,8.182773,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,8.182773,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,8.266498,abu_detach
1.000000,5.000000,aircraft,,5.000000,8.630273,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,8.913573,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,10.228466,aircraft_charge_done
1.000000,5.000000,aircraft,,6.000000,10.228466,aircraft_depart
1.000000,5.000000,aircraft,,6.000000,10.312191,abu_detach
1.000000,5.000000,aircraft,,6.000000,10.675966,aircraft_arrive
1.000000,5.000000,aircraft,,6.000000,10.959266,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,6.000000,12.274159,aircraft_charge_done
1.000000,5.000000,aircraft,,7.000000,12.274159,aircraft_depart
