n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.055479,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.233333,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.516633,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,1.324317,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,1.324317,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,1.379795,abu_detach
1.000000,5.000000,aircraft,,2.000000,1.557650,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,1.840950,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,2.648633,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,2.648633,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,2.704112,abu_detach
1.000000,5.000000,aircraft,,3.000000,2.881967,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,3.165267,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,3.972950,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,3.972950,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,4.028429,abu_detach
1.000000,5.000000,aircraft,,4.000000,4.206284,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,4.489584,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,5.297267,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,5.297267,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,5.352746,abu_detach
1.000000,5.000000,aircraft,,5.000000,5.530600,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,5.813900,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,6.621584,aircraft_charge_done
1.000000,5.000000,aircraft,,6.000000,6.621584,aircraft_depart
1.000000,5.000000,aircraft,,6.000000,6.677062,abu_detach
1.000000,5.000000,aircraft,,6.000000,6.854917,aircraft_arrive
1.000000,5.000000,aircraft,,6.000000,7.138217,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,6.000000,7.945900,aircraft_charge_done
1.000000,5.000000,abu,1.000000,1.000000,0.000000,abu_attached
1.000000,5.000000,abu,1.000000,1.000000,0.055479,abu_detach
1.000000,5.000000,abu,1.000000,1.000000,0.441057,abu_return_done
1.000000,5.000000,abu,1.000000,1.000000,0.441057,abu_charge_start
1.000000,5.000000,abu,1.000000,1.000000,0.717857,abu_charge_done
1.000000,5.000000,abu,1.000000,2.000000,1.324317,abu_attached
1.000000,5.000000,abu,1.000000,2.000000,1.379795,abu_detach
1.000000,5.000000,abu,1.000000,2.000000,1.765374,abu_return_done
1.000000,5.000000,abu,1.000000,2.000000,1.765374,abu_charge_start
1.000000,5.000000,abu,1.000000,2.000000,2.042174,abu_charge_done
1.000000,5.000000,abu,1.000000,3.000000,2.648633,abu_attached
1.000000,5.000000,abu,1.000000,3.000000,2.704112,abu_detach
1.000000,5.000000,abu,1.000000,3.000000,3.089691,abu_return_done
1.000000,5.000000,abu,1.000000,3.000000,3.089691,abu_charge_start
1.000000,5.000000,abu,1.000000,3.000000,3.366491,abu_charge_done
1.000000,5.000000,abu,1.000000,4.000000,3.972950,abu_attached
1.000000,5.000000,abu,1.000000,4.000000,4.028429,abu_detach
1.000000,5.000000,abu,1.000000,4.000000,4.414007,abu_return_done
1.000000,5.000000,abu,1.000000,4.000000,4.414007,abu_charge_start
1.000000,5.000000,abu,1.000000,4.000000,4.690807,abu_charge_done
1.000000,5.000000,abu,1.000000,5.000000,5.297267,abu_attached
1.000000,5.000000,abu,1.000000,5.000000,5.352746,abu_detach
1.000000,5.000000,abu,1.000000,5.000000,5.738324,abu_return_done
1.000000,5.000000,abu,1.000000,5.000000,5.738324,abu_charge_start
1.000000,5.000000,abu,1.000000,5.000000,6.015124,abu_charge_done
1.000000,5.000000,abu,1.000000,6.000000,6.621584,abu_attached
1.000000,5.000000,abu,1.000000,6.000000,6.677062,abu_detach
1.000000,5.000000,abu,1.000000,6.000000,7.062641,abu_return_done
1.000000,5.000000,abu,1.000000,6.000000,7.062641,abu_charge_start
1.000000,5.000000,abu,1.000000,6.000000,7.339441,abu_charge_done
1.000000,10.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,10.000000,aircraft,,1.000000,0.071480,abu_detach
1.000000,10.000000,aircraft,,1.000000,0.233333,aircraft_arrive
1.000000,10.000000,aircraft,,1.000000,0.516633,aircraft_ground_ops_done
1.000000,10.000000,aircraft,,1.000000,1.281072,aircraft_charge_done
1.000000,10.000000,aircraft,,2.000000,1.281072,aircraft_depart
1.000000,10.000000,aircraft,,2.000000,1.352553,abu_detach
