n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.081641,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.247500,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.530800,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,1.294123,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,1.294123,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,1.375764,abu_detach
1.000000,5.000000,aircraft,,2.000000,1.541623,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,1.824923,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,2.588246,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,2.588246,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,2.669887,abu_detach
1.000000,5.000000,aircraft,,3.000000,2.835746,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,3.119046,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,3.882369,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,3.882369,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,3.964009,abu_detach
1.000000,5.000000,aircraft,,4.000000,4.129869,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,4.413169,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,5.176492,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,5.176492,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,5.258132,abu_detach
1.000000,5.000000,aircraft,,5.000000,5.423992,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,5.707292,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,6.470615,aircraft_charge_done
1.000000,5.000000,aircraft,,6.000000,6.470615,aircraft_depart
1.000000,5.000000,aircraft,,6.000000,6.552255,abu_detach
1.000000,5.000000,aircraft,,6.000000,6.718115,aircraft_arrive
1.000000,5.000000,aircraft,,6.000000,7.001415,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,6.000000,7.764737,aircraft_charge_done
1.000000,5.000000,abu,1.000000,1.000000,0.000000,abu_attached
1.000000,5.000000,abu,1.000000,1.000000,0.081641,abu_detach
1.000000,5.000000,abu,1.000000,1.000000,0.449500,abu_return_done
1.000000,5.000000,abu,1.000000,1.000000,0.449500,abu_charge_start
