n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.055479,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.333333,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.616633,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,1.773582,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,1.773582,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,1.829060,abu_detach
1.000000,5.000000,aircraft,,2.000000,2.106915,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,2.390215,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,3.547163,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,3.547163,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,3.602642,abu_detach
1.000000,5.000000,aircraft,,3.000000,3.880496,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,4.163796,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,5.320745,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,5.320745,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,5.376223,abu_detach
1.000000,5.000000,aircraft,,4.000000,5.654078,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,5.937378,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,7.094326,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,7.094326,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,7.149805,abu_detach
1.000000,5.000000,aircraft,,5.000000,7.427660,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,7.710960,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,8.867908,aircraft_charge_done
1.000000,5.000000,aircraft,,6.000000,8.867908,aircraft_depart
1.000000,5.000000,aircraft,,6.000000,8.923386,abu_detach
1.000000,5.000000,aircraft,,6.000000,9.201241,aircraft_arrive
1.000000,5.000000,aircraft,,6.000000,9.484541,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,6.000000,10.641489,aircraft_charge_done
1.000000,5.000000,aircraft,,7.000000,10.641489,aircraft_depart
1.000000,5.000000,aircraft,,7.000000,10.696968,abu_detach
1.000000,5.000000,aircraft,,7.000000,10.974823,aircraft_arrive
1.000000,5.000000,aircraft,,7.000000,11.258123,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,7.000000,12.415071,aircraft_charge_done
1.000000,5.000000,aircraft,,8.000000,12.415071,aircraft_depart
1.000000,5.000000,aircraft,,8.000000,12.470550,abu_detach
1.000000,5.000000,aircraft,,8.000000,12.748404,aircraft_arrive
1.000000,5.000000,aircraft,,8.000000,13.031704,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,8.000000,14.188652,aircraft_charge_done
1.000000,5.000000,aircraft,,9.000000,14.188652,aircraft_depart
1.000000,5.000000,aircraft,,9.000000,14.244131,abu_detach
1.000000,5.000000,aircraft,,9.000000,14.521986,aircraft_arrive
1.000000,5.000000,aircraft,,9.000000,14.805286,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,9.000000,15.962234,aircraft_charge_done
1.000000,5.000000,aircraft,,10.000000,15.962234,aircraft_depart
1.000000,5.000000,aircraft,,10.000000,16.017713,abu_detach
1.000000,5.000000,aircraft,,10.000000,16.295567,aircraft_arrive
1.000000,5.000000,aircraft,,10.000000,16.578867,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,10.000000,17.735816,aircraft_charge_done
1.000000,5.000000,aircraft,,11.000000,17.735816,aircraft_depart
1.000000,5.000000,aircraft,,11.000000,17.791294,abu_detach
1.000000,5.000000,aircraft,,11.000000,18.069149,aircraft_arrive
1.000000,5.000000,aircraft,,11.000000,18.352449,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,11.000000,19.509397,aircraft_charge_done
1.000000,5.000000,aircraft,,12.000000,19.509397,aircraft_depart
1.000000,5.000000,aircraft,,12.000000,19.564876,abu_detach
1.000000,5.000000,aircraft,,12.000000,19.842730,aircraft_arrive
1.000000,5.000000,aircraft,,12.000000,20.126030,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,12.000000,21.282979,aircraft_charge_done
1.000000,5.000000,aircraft,,13.000000,21.282979,aircraft_depart
1.000000,5.000000,aircraft,,13.000000,21.338457,abu_detach
1.000000,5.000000,aircraft,,13.000000,21.616312,aircraft_arrive
1.000000,5.000000,aircraft,,13.000000,21.899612,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,13.000000,23.056560,aircraft_charge_done
1.000000,5.000000,aircraft,,14.000000,23.056560,aircraft_depart
1.000000,5.000000,aircraft,,14.000000,23.112039,abu_detach
