n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.067288,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.433333,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.716633,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,1.640412,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,1.640412,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,1.707700,abu_detach
1.000000,5.000000,aircraft,,2.000000,2.073745,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,2.357045,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,3.280824,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,3.280824,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,3.348112,abu_detach
1.000000,5.000000,aircraft,,3.000000,3.714158,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,3.997458,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,4.921236,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,4.921236,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,4.988524,abu_detach
1.000000,5.000000,aircraft,,4.000000,5.354570,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,5.637870,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,6.561648,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,6.561648,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,6.628936,abu_detach
1.000000,5.000000,aircraft,,5.000000,6.994982,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,7.278282,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,8.202061,aircraft_charge_done
1.000000,5.000000,abu,1.000000,1.000000,0.000000,abu_attached
1.000000,5.000000,abu,1.000000,1.000000,0.067288,abu_detach
1.000000,5.000000,abu,1.000000,1.000000,0.873787,abu_return_done
1.000000,5.000000,abu,1.000000,1.000000,0.873787,abu_charge_start
1.000000,5.000000,abu,1.000000,1.000000,1.150587,abu_charge_done
1.000000,5.000000,abu,1.000000,2.000000,1.640412,abu_attached
1.000000,5.000000,abu,1.000000,2.000000,1.707700,abu_detach
1.000000,5.000000,abu,1.000000,2.000000,2.514199,abu_return_done
1.000000,5.000000,abu,1.000000,2.000000,2.514199,abu_charge_start
1.000000,5.000000,abu,1.000000,2.000000,2.790999,abu_charge_done
1.000000,5.000000,abu,1.000000,3.000000,3.280824,abu_attached
1.000000,5.000000,abu,1.000000,3.000000,3.348112,abu_detach
1.000000,5.000000,abu,1.000000,3.000000,4.154611,abu_return_done
1.000000,5.000000,abu,1.000000,3.000000,4.154611,abu_charge_start
1.000000,5.000000,abu,1.000000,3.000000,4.431411,abu_charge_done
1.000000,5.000000,abu,1.000000,4.000000,4.921236,abu_attached
1.000000,5.000000,abu,1.000000,4.000000,4.988524,abu_detach
1.000000,5.000000,abu,1.000000,4.000000,5.795023,abu_return_done
1.000000,5.000000,abu,1.000000,4.000000,5.795023,abu_charge_start
1.000000,5.000000,abu,1.000000,4.000000,6.071823,abu_charge_done
1.000000,5.000000,abu,1.000000,5.000000,6.561648,abu_attached
1.000000,5.000000,abu,1.000000,5.000000,6.628936,abu_detach
1.000000,5.000000,abu,1.000000,5.000000,7.435435,abu_return_done
1.000000,5.000000,abu,1.000000,5.000000,7.435435,abu_charge_start
1.000000,5.000000,abu,1.000000,5.000000,7.712235,abu_charge_done
1.000000,10.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,10.000000,aircraft,,1.000000,0.094445,abu_detach
1.000000,10.000000,aircraft,,1.000000,0.433333,aircraft_arrive
1.000000,10.000000,aircraft,,1.000000,0.716633,aircraft_ground_ops_done
1.000000,10.000000,aircraft,,1.000000,1.599086,aircraft_charge_done
1.000000,10.000000,aircraft,,2.000000,1.599086,aircraft_depart
1.000000,10.000000,aircraft,,2.000000,1.693531,abu_detach
1.000000,10.000000,aircraft,,2.000000,2.032419,aircraft_arrive
1.000000,10.000000,aircraft,,2.000000,2.315719,aircraft_ground_ops_done
1.000000,10.000000,aircraft,,2.000000,3.198171,aircraft_charge_done
1.000000,10.000000,aircraft,,3.000000,3.198171,aircraft_depart
1.000000,10.000000,aircraft,,3.000000,3.292617,abu_detach
1.000000,10.000000,aircraft,,3.000000,3.631505,aircraft_arrive
1.000000,10.000000,aircraft,,3.000000,3.914805,aircraft_ground_ops_done
1.000000,10.000000,aircraft,,3.000000,4.797257,aircraft_charge_done
1.000000,10.000000,aircraft,,4.000000,4.797257,aircraft_depart
1.000000,10.000000,aircraft,,4.000000,4.891702,abu_detach
1.000000,10.000000,aircraft,,4.000000,5.230590,aircraft_arrive
1.000000,10.000000,aircraft,,4.000000,5.513890,aircraft_ground_ops_done
