n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.057504,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.333333,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.616633,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,1.672478,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,1.672478,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,1.729982,abu_detach
1.000000,5.000000,aircraft,,2.000000,2.005811,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,2.289111,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,3.344956,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,3.344956,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,3.402459,abu_detach
1.000000,5.000000,aircraft,,3.000000,3.678289,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,3.961589,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,5.017434,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,5.017434,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,5.074937,abu_detach
1.000000,5.000000,aircraft,,4.000000,5.350767,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,5.634067,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,6.689911,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,6.689911,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,6.747415,abu_detach
1.000000,5.000000,aircraft,,5.000000,7.023245,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,7.306545,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,8.362389,aircraft_charge_done
1.000000,5.000000,abu,1.000000,1.000000,0.000000,abu_attached
1.000000,5.000000,abu,1.000000,1.000000,0.057504,abu_detach
1.000000,5.000000,abu,1.000000,1.000000,0.662220,abu_return_done
1.000000,5.000000,abu,1.000000,1.000000,0.662220,abu_charge_start
