n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.093196,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.347500,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.630800,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,1.360278,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,1.360278,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,1.453475,abu_detach
1.000000,5.000000,aircraft,,2.000000,1.707778,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,1.991078,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,2.720557,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,2.720557,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,2.813753,abu_detach
1.000000,5.000000,aircraft,,3.000000,3.068057,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,3.351357,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,4.080835,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,4.080835,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,4.174031,abu_detach
1.000000,5.000000,aircraft,,4.000000,4.428335,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,4.711635,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,5.441113,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,5.441113,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,5.534310,abu_detach
1.000000,5.000000,aircraft,,5.000000,5.788613,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,6.071913,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,6.801392,aircraft_charge_done
1.000000,5.000000,aircraft,,6.000000,6.801392,aircraft_depart
1.000000,5.000000,aircraft,,6.000000,6.894588,abu_detach
1.000000,5.000000,aircraft,,6.000000,7.148892,aircraft_arrive
1.000000,5.000000,aircraft,,6.000000,7.432192,aircraft_ground_ops_done
