n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.083725,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.247500,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.530800,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,1.236234,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,1.236234,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,1.319959,abu_detach
1.000000,5.000000,aircraft,,2.000000,1.483734,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,1.767034,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,2.472468,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,2.472468,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,2.556193,abu_detach
1.000000,5.000000,aircraft,,3.000000,2.719968,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,3.003268,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,3.708701,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,3.708701,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,3.792427,abu_detach
1.000000,5.000000,aircraft,,4.000000,3.956201,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,4.239501,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,4.944935,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,4.944935,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,5.028661,abu_detach
1.000000,5.000000,aircraft,,5.000000,5.192435,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,5.475735,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,6.181169,aircraft_charge_done
1.000000,5.000000,aircraft,,6.000000,6.181169,aircraft_depart
1.000000,5.000000,aircraft,,6.000000,6.264894,abu_detach
1.000000,5.000000,aircraft,,6.000000,6.428669,aircraft_arrive
1.000000,5.000000,aircraft,,6.000000,6.711969,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,6.000000,7.417403,aircraft_charge_done
1.000000,5.000000,aircraft,,7.000000,7.417403,aircraft_depart
