n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.067288,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.333333,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.616633,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,1.337943,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,1.337943,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,1.405231,abu_detach
1.000000,5.000000,aircraft,,2.000000,1.671277,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,1.954577,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,2.675887,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,2.675887,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,2.743175,abu_detach
1.000000,5.000000,aircraft,,3.000000,3.009220,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,3.292520,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,4.013830,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,4.013830,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,4.081118,abu_detach
1.000000,5.000000,aircraft,,4.000000,4.347164,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,4.630464,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,5.351774,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,5.351774,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,5.419062,abu_detach
1.000000,5.000000,aircraft,,5.000000,5.685107,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,5.968407,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,6.689717,aircraft_charge_done
1.000000,5.000000,aircraft,,6.000000,6.689717,aircraft_depart
1.000000,5.000000,aircraft,,6.000000,6.757005,abu_detach
1.000000,5.000000,aircraft,,6.000000,7.023050,aircraft_arrive
1.000000,5.000000,aircraft,,6.000000,7.306350,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,6.000000,8.027660,aircraft_charge_done
1.000000,5.000000,abu,1.000000,1.000000,0.000000,abu_attached
1.000000,5.000000,abu,1.000000,1.000000,0.067288,abu_detach
1.000000,5.000000,abu,1.000000,1.000000,0.650120,abu_return_done
1.000000,5.000000,abu,1.000000,1.000000,0.650120,abu_charge_start
1.000000,5.000000,abu,1.000000,1.000000,0.926920,abu_charge_done
1.000000,5.000000,abu,1.000000,2.000000,1.337943,abu_attached
1.000000,5.000000,abu,1.000000,2.000000,1.405231,abu_detach
1.000000,5.000000,abu,1.000000,2.000000,1.988063,abu_return_done
1.000000,5.000000,abu,1.000000,2.000000,1.988063,abu_charge_start
1.000000,5.000000,abu,1.000000,2.000000,2.264863,abu_charge_done
1.000000,5.000000,abu,1.000000,3.000000,2.675887,abu_attached
1.000000,5.000000,abu,1.000000,3.000000,2.743175,abu_detach
1.000000,5.000000,abu,1.000000,3.000000,3.326007,abu_return_done
1.000000,5.000000,abu,1.000000,3.000000,3.326007,abu_charge_start
1.000000,5.000000,abu,1.000000,3.000000,3.602807,abu_charge_done
1.000000,5.000000,abu,1.000000,4.000000,4.013830,abu_attached
1.000000,5.000000,abu,1.000000,4.000000,4.081118,abu_detach
1.000000,5.000000,abu,1.000000,4.000000,4.663950,abu_return_done
1.000000,5.000000,abu,1.000000,4.000000,4.663950,abu_charge_start
1.000000,5.000000,abu,1.000000,4.000000,4.940750,abu_charge_done
1.000000,5.000000,abu,1.000000,5.000000,5.351774,abu_attached
1.000000,5.000000,abu,1.000000,5.000000,5.419062,abu_detach
1.000000,5.000000,abu,1.000000,5.000000,6.001894,abu_return_done
1.000000,5.000000,abu,1.000000,5.000000,6.001894,abu_charge_start
1.000000,5.000000,abu,1.000000,5.000000,6.278694,abu_charge_done
1.000000,5.000000,abu,1.000000,6.000000,6.689717,abu_attached
1.000000,5.000000,abu,1.000000,6.000000,6.757005,abu_detach
1.000000,5.000000,abu,1.000000,6.000000,7.339837,abu_return_done
1.000000,5.000000,abu,1.000000,6.000000,7.339837,abu_charge_start
1.000000,5.000000,abu,1.000000,6.000000,7.616637,abu_charge_done
1.000000,10.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,10.000000,aircraft,,1.000000,0.094445,abu_detach
1.000000,10.000000,aircraft,,1.000000,0.333333,aircraft_arrive
1.000000,10.000000,aircraft,,1.000000,0.616633,aircraft_ground_ops_done
1.000000,10.000000,aircraft,,1.000000,1.296617,aircraft_charge_done
1.000000,10.000000,aircraft,,2.000000,1.296617,aircraft_depart
1.000000,10.000000,aircraft,,2.000000,1.391062,abu_detach
1.000000,10.000000,aircraft,,2.000000,1.629950,aircraft_arrive
1.000000,10.000000,aircraft,,2.000000,1.913250,aircraft_ground_ops_done
