n_abu_pool,E_abu_mission_kwh_per_abu,timeline_type,abu_index,flight_index,t_hr,event
1.000000,5.000000,aircraft,,1.000000,0.000000,aircraft_depart
1.000000,5.000000,aircraft,,1.000000,0.055479,abu_detach
1.000000,5.000000,aircraft,,1.000000,0.233333,aircraft_arrive
1.000000,5.000000,aircraft,,1.000000,0.516633,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,1.000000,1.324317,aircraft_charge_done
1.000000,5.000000,aircraft,,2.000000,1.324317,aircraft_depart
1.000000,5.000000,aircraft,,2.000000,1.379795,abu_detach
1.000000,5.000000,aircraft,,2.000000,1.557650,aircraft_arrive
1.000000,5.000000,aircraft,,2.000000,1.840950,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,2.000000,2.648633,aircraft_charge_done
1.000000,5.000000,aircraft,,3.000000,2.648633,aircraft_depart
1.000000,5.000000,aircraft,,3.000000,2.704112,abu_detach
1.000000,5.000000,aircraft,,3.000000,2.881967,aircraft_arrive
1.000000,5.000000,aircraft,,3.000000,3.165267,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,3.000000,3.972950,aircraft_charge_done
1.000000,5.000000,aircraft,,4.000000,3.972950,aircraft_depart
1.000000,5.000000,aircraft,,4.000000,4.028429,abu_detach
1.000000,5.000000,aircraft,,4.000000,4.206284,aircraft_arrive
1.000000,5.000000,aircraft,,4.000000,4.489584,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,4.000000,5.297267,aircraft_charge_done
1.000000,5.000000,aircraft,,5.000000,5.297267,aircraft_depart
1.000000,5.000000,aircraft,,5.000000,5.352746,abu_detach
1.000000,5.000000,aircraft,,5.000000,5.530600,aircraft_arrive
1.000000,5.000000,aircraft,,5.000000,5.813900,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,5.000000,6.621584,aircraft_charge_done
1.000000,5.000000,aircraft,,6.000000,6.621584,aircraft_depart
1.000000,5.000000,aircraft,,6.000000,6.677062,abu_detach
1.000000,5.000000,aircraft,,6.000000,6.854917,aircraft_arrive
1.000000,5.000000,aircraft,,6.000000,7.138217,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,6.000000,7.945900,aircraft_charge_done
1.000000,5.000000,aircraft,,7.000000,7.945900,aircraft_depart
1.000000,5.000000,aircraft,,7.000000,8.001379,abu_detach
1.000000,5.000000,aircraft,,7.000000,8.179234,aircraft_arrive
1.000000,5.000000,aircraft,,7.000000,8.462534,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,7.000000,9.270217,aircraft_charge_done
1.000000,5.000000,aircraft,,8.000000,9.270217,aircraft_depart
1.000000,5.000000,aircraft,,8.000000,9.325696,abu_detach
1.000000,5.000000,aircraft,,8.000000,9.503550,aircraft_arrive
1.000000,5.000000,aircraft,,8.000000,9.786850,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,8.000000,10.594534,aircraft_charge_done
1.000000,5.000000,aircraft,,9.000000,10.594534,aircraft_depart
1.000000,5.000000,aircraft,,9.000000,10.650013,abu_detach
1.000000,5.000000,aircraft,,9.000000,10.827867,aircraft_arrive
1.000000,5.000000,aircraft,,9.000000,11.111167,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,9.000000,11.918851,aircraft_charge_done
1.000000,5.000000,aircraft,,10.000000,11.918851,aircraft_depart
1.000000,5.000000,aircraft,,10.000000,11.974329,abu_detach
1.000000,5.000000,aircraft,,10.000000,12.152184,aircraft_arrive
1.000000,5.000000,aircraft,,10.000000,12.435484,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,10.000000,13.243167,aircraft_charge_done
1.000000,5.000000,aircraft,,11.000000,13.243167,aircraft_depart
1.000000,5.000000,aircraft,,11.000000,13.298646,abu_detach
1.000000,5.000000,aircraft,,11.000000,13.476501,aircraft_arrive
1.000000,5.000000,aircraft,,11.000000,13.759801,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,11.000000,14.567484,aircraft_charge_done
1.000000,5.000000,aircraft,,12.000000,14.567484,aircraft_depart
1.000000,5.000000,aircraft,,12.000000,14.622963,abu_detach
1.000000,5.000000,aircraft,,12.000000,14.800817,aircraft_arrive
1.000000,5.000000,aircraft,,12.000000,15.084117,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,12.000000,15.891801,aircraft_charge_done
1.000000,5.000000,aircraft,,13.000000,15.891801,aircraft_depart
1.000000,5.000000,aircraft,,13.000000,15.947279,abu_detach
1.000000,5.000000,aircraft,,13.000000,16.125134,aircraft_arrive
1.000000,5.000000,aircraft,,13.000000,16.408434,aircraft_ground_ops_done
1.000000,5.000000,aircraft,,13.000000,17.216118,aircraft_charge_done
1.000000,5.000000,aircraft,,14.000000,17.216118,aircraft_depart
1.000000,5.000000,aircraft,,14.000000,17.271596,abu_detach
